title,original_name,body,rating,iframe,ganre,img,category,data,length,actor,director,country,quolity,translation,trailer
Скандал 7 сезон онлайн в HD,Scandal,"Оливии Поуп, активности и предприимчивости не занимать,  ранее, служившая в окружении президента особа, намерена создать собственное агентство. Цель руководителя устранить возникающие проблемы высокопоставленных лиц, прежде, чем они могут выйти  напоказ общественности, картина  «Скандал» покажет, каковы фундаментальные принципы деятельности команды. Развязывая первостепенные задачи, леди приходится следить за персоналом, ведь только благодаря грамотному руководству удастся молниеносно получать сведенья, обрабатывать и делать правильные выводы. Стратегия дамы всегда корректная, у нее в запасе имеются резервные возможности, исследуя потенциал, женщина взаимодействует с сотрудниками разных уровней. Основные проблемы клиентов приходится урегулировать в непростых ситуациях, порой напряженность нарастает, вызывая угрозу.
Учитывая происходящие процессы, внутренней и внешней среды необходимо вовремя расставить приоритеты по местам,  с учетом оптимизации. Эффективная деятельности управления имела собственные ключевые убеждения, порой приходилось мотивировать поступки, но от установленных норм команда не отступала. Отражая объективные тенденции, учитывая закономерности и рекомендации персона, она обязательно находила верный выход. Справедливая руководительница умело варьировала между заказчиком и всеми действующими лицами программы. Уважительное отношение, командное единство позволяло в кратчайшие сроки выявлять засады. Завоевывая и сохраняя доверие, работница поощряла любые инициативы, лишь бы они приносили, позитивный результат.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/f7292d342056573d5fd65a0b6707d967/iframe?season=7"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Драма,Триллер,",http://hdkino.vip/_dr/1/67916001.jpg,Serials,2017,43 мин.,"Керри Вашингтон, Коламбус , Дэрби Стэнчфилд, Кэти Лоус, Гильермо Диас, Джефф Перри, Джошуа Малина, Беллами Янг, Тони Голдуин, Дэн Букатинский","Том Верика, Эллисон Лидди, Оливер Бокельберг",США,,Coldfilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/XXCwhh66bjs"" width=""100%""></iframe>"
Падение Ордена 1 сезон онлайн в HD,Knightfall,"Акра пала, бесследно исчезает святая реликвия, чаша из которой вкушал Христос, похищена. Будет ли найден заветный кубок, покажет картина «Падение Ордена» и кто отправиться на поиск святыни. Объект поисков бесследно исчез, преданные христиане пытаются изучить путь, куда унесли драгоценную вещь, но все тщетно. Бесстрашный воин Лэндри намерен помешать поддонкам, уничтожить Орден, но проникнуть в темный, стан сложна задача. Идя по краю опасности, пытаясь задавить страх смельчак, верит в успех. Рассудком энтузиаста управляет лишь вера, приняв такое решение, герой понимает, придется страдать, он уверен, за неудачей будет взлет, но как достойно пройти путь.
Осознавая, что он один из избранных персонаж  знает, фортуна улыбнется, пришло то время, когда нужно драться что есть сил, оставаясь собой. Лед и пламя есть в характере источника активности, стоит посмотреть в лицо ворам и вывести из тьмы к свету ценное достояние. Видя цель, силач встает и идет вперед, взяв с собой победу.  Святой Грааль желают заполучить многие, следовательно, противников будет множество, однако зачем оставлять ценность на поругание нечестивцам, к ней нужно относиться с трепетом и пониманием важности. Чем закончится история, будет ли успешной экспедиция, неужели не хватить потенциала, довести дело до конца?
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/18fe6508e3db894d91db05c81704ba06/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Боевик,Сериалы 2017,Драма,Приключения,",http://hdkino.vip/_dr/1/72606077.jpg,Serials,2017,44 мин.,"Том Каллен, Падрейк Делани, Саймон Мерреллс, Оливия Росс, Джулиан Овенден, Эд Стоппард, Сабрина Бартлетт, Бобби Шофилд, Сара-Софи Бусснина, Нассер Мемарзиа","Дуглас Маккиннон, Метин Хусейн, Дэвид Петрарка",США,,Coldfilm / Alexfilm / IdeaFilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/pYaKgfmWgbI"" width=""100%""></iframe>"
Видоизмененный углерод 1 сезон онлайн в HD,Altered Carbon,"Уже появилась возможность путешествовать телами, теперь не стоит беспокоиться о телесном футляре, ведь можно просто трансформироваться. Такие манипуляции на руку преступникам, блюстителям порядка и прочим мечтателям, кому есть что скрывать и от кого прятаться, картина «Видоизмененный углерод», покажет, каждый ли здравомыслящий человек готов клонировать собственную плоть. Баснословно богатый буржуй нанимает спецназовца для расследования гибели очередного своего телесного сородича. Ковач, тщательно изучив подробности, соглашается, что все выглядит как самоубийство, но в действительности совершена жесточайшая расправа.
Дабы не запутаться в количественном размножении объектов, сыщик, наконец, нащупывает необходимые нити, но в момент выяснения кто палач внезапно уничтожается тело-клон. Что происходит понять сложно, вероятно запущена некая программа ликвидации, тогда как нащупать истину и доказать причастность злодея к убийству. Разбирательство стопориться, не исключено, что кроме клонирования удалось придумать систему аннулирования, следовательно, преследователь и жертва плотно связаны между собой. Значит не такой уж совершенный способ бесполого размножения и преступник в любом случае сможет уничтожить намеченный объект, даже если тот возведет себя в степень. Каждый раз, обезвреживая злодея, будет уничтожаться очередное идентичное детище.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/d69350bfb24ec3c01a6a6e6eb3e52dbd/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac""> Coldfilm</div> </div>","Фантастика,Сериалы 2018,",http://hdkino.vip/_dr/1/65564299.jpg,Serials,2018,60 мин.,"Антонио Марциале, Крис Коннер, Хиро Канагава, Кристин Леман, Алика Аутран, Тич Грант, Юэль Киннаман, Хэйли Лоу, Заф Пару, Джеймс Пьюрфой","Ута Бризвитц, Питер Хор, Ник Харран",США,,Coldfilm / BaibaKo,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/dQvqObwgZYQ"" width=""100%""></iframe>"
Хэппи 1 сезон онлайн в HD,Happy!,"Бывший прав защитник не желает жить достойно, утратив мораль и человечность, стал убивать, грабить и бесчинствовать. Ярость впилась в него когтями, сердце неистово бьется, он как под действием наркотиков, днем и ночью ищет жертв, после преступлений чувствует, будь-то, проглотил конфету со вкусом перца, картина «Хэппи» покажет, что толкает Ника на жестокие действия. Злость пробивает насквозь и убивает мудрость, он словно в аду, честь растоптана, кроме страсти испытывать иные чувства нет желания, война с собой проиграна, совесть утоплена в вине, смысл утерян в простом рассудке остается одно желание – убивать. Дни бытия догорают в злодеяниях, ежедневно к нему приходит падший ангел и призывает к действиям.
Путаясь в лабиринтах пороков, коп грязнет в болоте лжи и коварства. Беспардонный самец тешиться усладами в объятьях доступных женщин, его порочность дышит ненавистью и злом, прикрываясь самомненьем, он беснуется и не может угомониться, греховность теплиться в душе и не собирается оттуда выбираться. Однако однажды задумка не осуществилась, произошел сбой, разгульная и ничтожная жизнь героя резко меняется, у него появляется друг. Положительный, примерный, крошечный конь будет шествовать  с ним тропой судьбы, дабы уберечь запутавшегося горемыку от дальнейших беззаконий. Откуда взялся крошка, почему решил помочь мерзкому типу, вероятно, он больше заботился о возможных жертвах.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/f4317eeb1f2ff2b20ffd625e4a7b8a03/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac""> Coldfilm </div> </div>","Сериалы 2017,Фэнтези,Детектив,Комедия,Криминал,Триллер,",http://hdkino.vip/_dr/1/30808102.jpg,Serials,2017,60 мин.,"Александр Джеймисон, Кэти Бет Холл, Джозеф Д. Рейтман, Кэтрин Лефрере, Бенжамин Снайдер, Кристофер Мелони, Майкл Мейзе, Аллен Энлоу, Брайс Лоренцо","Брайан Тейлор, Уэйн Йип, Дэвид Петрарка",США,,Coldfilm / LostFilm / IdeaFilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/S7Yp6ciFAmE"" width=""100%""></iframe>"
Доблесть 1 сезон онлайн в HD,Valor,"В благородных ребятах не счесть достоинств, отваги и благородства не занимать, мужества, храбрости вдоволь. Группа пилотов, пройдя стажировку, совершает вылеты в горячие точки, картина «Доблесть» посвящена деятельности геройских парней и девчонок, трепетно охраняющих кордоны отчизны. Благодаря прозорливому уму и ловкости они несут свет, кроша зачинщиков. Напрасных жертв пилоты не учиняют, они точно определяют расположение вражеских точек, значит свои и мирное население не пострадают. Порой приходится забывать о сне, откинув покой, воители готовы в любую секунду откликнуться на стоны несчастных.
Очаги сопротивления бывают довольно сложные, но данную клятву нарушить недопустимо, наравне с юношами защищали отечество смелые красавицы. Мечта Норы сбылась, она на учениях показывала результаты гораздо лучшие, чем подготовленные мужчины-пилоты. Поначалу команда не воспринимала девицу всерьез, однако в разгар сражения, содержательная особа, показав крутой нрав, вытащила из огня пару боевых товарищей. Заслужив уважение коллег и командования, ее рассматривают как претендента на выполнение особого задания в Сомали, где летчице предстоит вызволить побратимов, возможно ценой собственной жизни. Агенты, охотящиеся на пиратов, попали в засаду, теперь задача девушки выручит соотечественников.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/bdeeb9f76808539f5224930f6ca53631/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac""> Sunshine Studio </di </div>","Сериалы 2017,Драма,",http://hdkino.vip/_dr/1/79387649.jpg,Serials,2017,45 мин.,"Кеннет Израэль, Аксель Арзола, Морганна Бриджерс, Брайан Алан Крэйг, Джастин Давид, Пол Винсент Фриман, Кертис Гаммэдж, Джонатан Селларс, Джейсон Вэйл, Уилльям Уокер",Майкл М. Робин,США,,Sunshine Studio,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/SbCRYxDAdio"" width=""100%""></iframe>"
Бесстыдники 8 сезон онлайн в HD,Shameless,"Многодетная семейка никогда не унывает, не обращая внимания на пустой карман, народ привык весело проводить время. Галлахеры и их приятели направо и налево раздают обещания при этом не собираются выполнять, картина «Бесстыдники» покажет, как ребятам удается выживать, при этом совершенно не напрягаться, дабы зарабатывать средства для пропитания. Семейство не считает себя бездельниками, они полагают, что нет стимула для работы, куда проще лихо проводить время, не задумываясь о дне завтрашнем. Не помня, что обещала вчера, компания намерена планировать будущее, но усилий не прикладывать, время тянется ниткой, доходы почему-то не растут.
Краев и концов празднику нет, будни совершенно отсутствуют, у героев не существует  ограничений,  они не воспринимают сложностей, естественно у участников  мало возможностей но, полагают, что стоит только захотеть потрудиться, все сразу получиться. Желания персонажей примитивны, им по душе атмосфера греха и миражи. Общество искусных прожигателей жизни мчится вперед, без стойкой соразмерности в поведении. Спокойно созерцая, как вокруг люди умеют добиваться высот, товарищи надеются, что удача сама доставит воз благ просто к дому. Бесшабашным созданиям сложно представить иной образ бытия им хочется бесконечной пирушки, когда нет нужды помнить о трудностях.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/d49b68cfb036716ed0cc1452b93ab15a/iframe?season=8"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Драма,Комедия,",http://hdkino.vip/_dr/1/12326345.jpg,Serials,2017,55 мин.,"Уильям Х. Мэйси, Эмми Россам, Камерон Монахэн, Джереми Аллен Уайт, Эмма Кинни, Итэн Каткоски, Блейк Александр Джонсон, Бреннан Кэйн Джонсон, Шанола Хэмптон, Стив Хоуи","Джон Дал, Тодд Холлэнд, Стивен Хопкинс",США,,Coldfilm / Субтитры / Alexfilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/khRWGSllNKw"" width=""100%""></iframe>"
Мозаика 1 сезон онлайн в HD,Mosaic,"Современная и активная леди уверенна в себе, она является автором и художником литературы для детей. Для активистки не существует границ, она готова творить и заниматься общественной деятельностью. Женщина долго пытается найти вопросы на многие проблемы, разобраться в происходящем, версия «Мозаика» покажет к какому выводу придет нежная и спокойная героиня. Не волноваться, вести наблюдение со стороны энтузиастка не может, ей необходимо контролировать ситуацию, порой ответ находится мгновенно, стоит только взглянуть на эксцесс с иной стороны. В деле незаменимыми помощниками становятся двое парней, персона, в начале не чувствует, как ребята могут переиначить ее судьбу.
Роли неожиданно распределились, каждый шел в своем направлении, придерживаясь собственных правил. Без участия мужчин дамочке обойтись сложно. Почему иллюстратор ввязалась в историю, предстоит узнать, вероятно, не зря мужественные участники оказались на пути, какова функция и почему их причастность кардинально изменит жизнь красавицы. Сможет ли восстановить баланс талантливая особа, доведя задумку до конца? Иногда складываются условия, когда сложно определиться, не стоит самостоятельно находить ответ, возможно, появится множество неожиданностей, но со временем все станет на свои места.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/ac5dec057513dbaa330ed7949fff73e7/iframe?season=1&amp;block_geo=UA"" frameborder=""0"" width=""100%"" height=""500px""></iframe> </div>","Сериалы 2018,Драма,",http://hdkino.vip/_dr/1/90178914.jpg,Serials,2018,53 мин.,"Шэрон Стоун, Девин Рэтрей, Майя Кэзан, Джеймс Рэнсон, Зэнди Хартиг, Пол Рубенс, Эллисон Толман, Фред Уэллер, Брэндон Рэй Олив, Джереми Бобб",Стивен Содерберг,США,,Coldfilm / Субтитры / BaibaKo,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/d7zIdnqW79o"" width=""100%""></iframe>"
В лучшем мире 2 сезон онлайн в HD,The Good Place,"Когда Элеонора оказалась в ином измерении она сразу не осознала, где находится. Постепенно привыкшая к материальным вещам девушка начинает прозревать, понимая, что она находится в загробном царстве, картина «В лучшем мире» покажет, как она сюда попала и почему ей не учтены грехи. В раю все не похоже на прошлое, на первый взгляд девице показалось, что она попала в золотой капкан, где не слышно крепкого словца, не наблюдается насилия, а обыватели просто ангелочки. Героиня задумалась, неужели теперь это ее пристанище и никаких новшиств больше не предвидится, тогда как быть с прошлым грехопадение, возможно, проделки не были учтены или наверняка про них забыли, к счастью, не стоит напоминать о непривлекательных моментах прошедшего бытия.
Дамочка понимает, что пройденный путь тернист, следовательно, она находится здесь случайно, но кто допустил ошибку, что леди удалось просочиться в благодатные места. Исходив не, мало дорог, совершив массу нарушений канонов, порочная особа даже не грезила, что посчастливиться получить благо, теперь блуждая по территории, среди чьих-то судеб силится понять истину. Ждет ли персону основная встреча, когда предстоит дать, ответ не солгав, когда собеседник будет не простым приятелем, а всезнающим воителем. Как тогда выкручиваться?
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/abc68c36cd1aaca33248295dbaa01e03/iframe?season=2"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Фэнтези,Мелодрама,Семейный,Драма,Комедия,",http://hdkino.vip/_dr/0/19721895.jpg,Serials,2017,25 мин.,"Кристен Белл, Тед Дэнсон, Джамила Джамил, Мэрил Хэтэуэй, Руман Кази, Эмили Эрлук, Джеки Тон, Бамбаджан Бамба, Джонатан Брэй, Доминик Бёрджесс, Д’Арси Эрокан","Дрю Годдард, Морган Сэкетт",США,,Coldfilm / BaibaKo,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/Z5QLY94kRJQ"" width=""100%""></iframe>"
Британия 1 сезон онлайн в HD,Britannia,"Территория населена воинственными племенами, однако, чувствуя мощь иноземцев, они готовы перейти под их начало. Не всех устраивает подобная покорность, картина «Британия» покажет, кто вызовется защищать государство, но ограничиваться обороной воители не собираются, их цель полностью прогнать прочь притеснителей. Не взирая, на противоречия, Антедия и Керра согласны объединится и сломить хребет общему врагу. Понимая, что может, не получится дать отпор злодеям, защитницы готовы не теряя чести и достоинства вступить в бой, смелым поборницам не раз приходилось сражаться, все страдания стали не плохим уроком, следовательно, дрожать перед вражеским станом сейчас, конечно, не будут.
Закаленные большущим сроком испытаний, исповедницы добра настраиваются на позитивный результат, что дамы станут настолько боевыми, врагу даже не снилось. Придумав план, героини силятся превратить задумку в реальность, поделив на дольки римские легионы, строптивые дамы намерены стереть в пыль солдат Авла Плавтия, стоит навсегда проучить безумцев вторгаться в милые сердцу земли. Чем закончатся баталии, кому удастся воздвигнуть победный флаг, найдут ли компромисс конкурентки после того как наступит мир? Освободительницы тверды в намерениях, хватки достаточно, чтобы взять контроль в собственные руки.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/8b5de8fae6462b714e883c927fb75b1e/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac""> Coldfilm </div> </div>","Фэнтези,Сериалы 2018,Драма,",http://hdkino.vip/_dr/1/95448856.jpg,Serials,2018,55 мин.,"Дэвид Моррисон, Келли Райлли, Николай Ли Каас, Лиана Корнелл, Гершвин Эсташ мл., Макензи Крук, Бэрри Уорд, Стэнли Вебер, Джо Армстронг, Фортунато Серлино","Шери Фоксон, Кристоф Шреве, Люк Уотсон","США, Великобритания",,Coldfilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/qfp7wMA2oK4"" width=""100%""></iframe>"
Коллективный разум 1 сезон онлайн в HD,Wisdom of the Crowd,"Сердце Джеффри Таннера разбито, любимую дочурку убил какой-то бандит,  измерить боль несчастного невозможно. В порыве яростного гнева господин намерен самостоятельно вести поиск, картина «Коллективный разум» покажет, каким методом собирается искать преступника обезумевший отец. Краудсорсинговый блок под патронатом гениального изобретателя должен определить убийцу. Талантливые деятели взялись за расследование, оперативно-розыскное мероприятие приносит, первый результат. Розыск и допрос лиц продолжается, во все направления разосланы ориентиры, не взирая, на то, что дознание не было запоздалым, проблем оказалось, более чем достаточно.
Талантливейшие люди тянули нити, пытаясь выудить малейшие зацепки. Желание страдальца не вывести процесс на новый уровень, а быстрей определить поддонка, осмелившегося жестоко расправиться с бедной девочкой. Вскоре выясняется, что благие намерения приводят к неприглядному итогу. Где кроются ошибки, почему все так отвратительно закончилось, неужели проект дал сбой. Возможно, некие тайны привели к таким событиям, кому удастся больше раскопать – детективу, работающему традиционным методом или представителям, связанным с инфокоммуникационными технологиями. Тем временем процесс затягивается, новые сведения не радуют поисковую группу.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/d4c40ab0f0b505317eaf88387276bfa4/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Драма,",http://hdkino.vip/_dr/1/21636696.jpg,Serials,2017,44 мин.,"Джереми Пайвен, Наталия Тена, Ричард Т. Джонс, Моника Поттер, Блэйк Ли, Джейк Мэтьюз, Чад Рук, Ион Оверман",Адам Дэвидсон,США,,Newstudio /  BaibaKo  / IdeaFilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/NwwojleV_-E"" width=""100%""></iframe>"
Проклятая нация 1 сезон онлайн в HD,Damnation,"Ситуация в маленьком городке накалилась, власть имущие господа совершенно разнуздались и давят бедный люд. Естественно народу не хватает вожака, чтобы мог поднять бунт, картина «Проклятая нация» покажет, кто будет помогать выйти из кризиса обездоленным и какие интриги разгорятся в процессе действий. В провинцию прибывает  пастор, видя бедственное положение несчастных работников, начинает подстрекать на восстание. В проповедях святой отец пытается подчеркнуть важность неповиновения диктату, но чтобы преодолеть преграды стоит применить силу или организовать на первом этапе восстание. Буржуа не собираются сдавать позиции и уступать бунтовщикам, они нанимают штрейкбрехера.
Лицо не желающее принимать участие в смуте, по их мнению, должно сбить пыл с восставших против воли господ. Ища всевозможные способы угомонить забастовщиков нанятый человек силится потушить разгорающееся пламя, однако ситуация может совершенно выйти из-под контроля, ведь неизвестно какие цели преследуют оба лидера, учитывая то, что они братья. Естественно тайна противоборствующим сторонам не ведома. Подозрительные родственники лихо раскачивают ситуацию, интересно какова цель задумки. Возможно родичи прибыли сюда преследуя личный интерес, и смена власти лишь усугубит и без того жалкое существование страдальцев.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/fc74b75f4d41a8cc477777b0621d1e5b/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Вестерн,Драма,Криминал,",http://hdkino.vip/_dr/1/14060937.jpg,Serials,2017,60 мин.,"Кристофер Хейердал, Тич Грант, Киллиан Скотт, Логан Маршалл-Грин, Сара Джонс, Арнольд Пиннок, Дэн Донохью, Дэвид Нэйсом, Вики Ламберт, Роэн Мид","Адам Кэйн, Род Лури, Эва Сёрхёуг",США,,Coldfilm,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/cmJRDGhiIu0"" width=""100%""></iframe>"
Удивительная миссис Майзел 1 сезон онлайн в HD,The Marvelous Mrs. Maisel,"Любящая и заботливая Мариам всегда окружала супруга и деток вниманием, в доме был идеальный порядок, горячий обед и тишина. Однако супруг не оценил стараний избранницы и прыгнул в койку строптивой и необузданной особы, картина «Удивительная миссис Майзел» покажет, как будет справляться с горем брошенная неудачница. Слезы, словно капли расплавленной боли, капали на землю, обновить ситуацию, увы, не получиться. Смириться с жестокостью и ложью невозможно. Брошенная впопыхах дама с трудом выживает в сложившейся ситуации, кажется, уставшую душу кусают ядовитые кобры.
Страдалице пришлось упасть с высоты своей мечты, король грез оказался подлым предателем. Однако жизнь как шахматная битва, история  может повернуться по-иному, и покинутая, ненужная леди сможет добиться успеха. Все началось в баре, когда раздосадованная женщина, напившись, взобралась на высоту и стала исповедоваться посетителям о своих просчетах и неудачах, к ее великому удивлению публика начала смеяться. Вдохновленная выступлением перед живой публикой особа решается и дальше выступать, но теперь это станет ее основным занятием, проносящим хорошую прибыль.  Наверняка смех станет вечной укоризной для супруга-изменника, и гордая красавица сможет пройтись слепой усмешкой по судьбе низкого поддонка.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/ed793f5a1ec0a316d0572c4a63322c1e/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">D1</div> </div>","Сериалы 2017,Драма,Комедия,",http://hdkino.vip/_dr/1/55379987.jpg,Serials,2017,57 мин.,"Рэйчел Броснахэн, Алекс Борштейн, Марин Хинкль, Тони Шэлуб, Майкл Зеген, Бейли Де Янг, Матильда Дауни, Брайан Тарантина","Эми Шерман-Палладино, Дэниэл Палладино, Скотт Эллис",США,,D1,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/ZiwOSETKbOo"" width=""100%""></iframe>"
Лаудермилк 1 сезон онлайн в HD,Loudermilk,"В голове Сэма беспорядок и хлам, в его душе постоянно изнывает скрипка, не умея управлять судьбой неудачник топит тоску на дне стакана, не чувствуя облегчения берется за психотропные средства. Неуравновешенный и борзый в состоянии злобы и ненависти выводит из равновесия всех, кто встречается на пути, картина «Лаудермилк» покажет, сможет ли угомонить ярость опустившийся элемент. Сильные эмоции ослепляют его, они управляют неудачником и убеждают, что он поступает правильно. В гневе мужчина совершенно необуздан и противен. Под влиянием порывов персонаж говорит и делает непристойные вещи.
Познавая себя, парень обращает внимание, что случаются эмоциональные приливы и отливы, кажется, извне кто-то управляет ним, внося хлам в биографию. Со всей кутерьмой предстоит разобраться и найти ключ к отгадке. Признавая для себя, что неадекватно реагирует на многие вещи, герой пытается справиться с нахлынувшими страстями. Но как выявить странные явления и избежать последствий, четкий самоанализ не дает результатов, хочется сбросить оковы несдержанности и необузданности. Настроение часто меняется и накатывает как шторм, нездоровые средства уже не действуют, возможно, он эмоционально незрелый или ним правит что-то извне? Найдет ли отдушину неугомонный малый?
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/54a25070604acfb27cb8db741c792d38/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac"">Coldfilm</div> </div>","Сериалы 2017,Комедия,",http://hdkino.vip/_dr/1/28384848.jpg,Serials,2017,42 мин.,"Джеки Флинн, Брендан МакНамара, Лора Меннелл, Аня Савчич, Марк Брэндон, Анна Галвин, Б.Дж. Харрисон, Тоби Левинс, Дэниэл Бэйкон",Питер Фаррелли,США,,Coldfilm / Ozz,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/soHhYqXyUlY"" width=""100%""></iframe>"
Безжалостное солнце 1 сезон онлайн в HD,Hard Sun,"Парочка сослуживцев абсолютная противоположность друг дружке, у каждого своя жизнь, мечты празднуют по иному, постигая суть бытия. Ренко и Хикс - детективы, но слаженности в работе не чувствуется, они больше похожи на врагов, чем соратников, картина «Безжалостное солнце» покажет как им удается сотрудничать. Продажный офицер стремится к самовыражению, он не желает, чтобы первый ком становился блином, поэтому работает осторожно, но порок сребролюбия не позволяет сохранить честь. Возможно, семейные тяготы, безденежье и жадность толкает парня замарать руки взятками. Напарница - одинокая самка, принципиальная и неумолимая, словно вылита из чугуна, готова в любой момент выбить клин клином.
Найти достойную замену коллегам не случилось, следовательно, приходится трудиться в таком составе. Поступая по справедливости и фальшивя, паре все же удается раскрывать преступления. Однако в данный момент мир на грани катастрофы, вдалеке уже маячит Армагеддон, и времени попросить прощения, исправившись практически нет. Час сдвинуть вспять невозможно, пора взять просчеты в расчет и сложить повинную голову. От рассвета до беды шаг, если станет кому-то жарко, другого не минет участь, от ответа убежать не получится. Погибая, один обыватель отравляет целый поток, такова истина бытия, скоро конец.
",0,"<div class=""player-output""> <iframe src=""http://cdn.filmtybe.pl/serial/ea346deff472d8a52b0a4e5f45ac712a/iframe?season=1"" frameborder=""0"" width=""100%"" height=""500px""></iframe><div class=""tac""> Coldfilm</div> </div>","Фантастика,Сериалы 2018,Драма,Криминал,",http://hdkino.vip/_dr/1/25516948.jpg,Serials,2018,54 мин.,"Джим Стёрджесс, Агнесс Дейн, Никки Амука-Бёрд, Дерек Ридделл, Варада Сету, Овайн Артур, Чук Сибтайн, Эдриан Роулинз, Лоррэйн Барроуз","Брайан Кирк, Ник Роулэнд, Ричард Сеньор",Великобритания,,Coldfilm / BaibaKo,"<iframe allowfullscreen="""" frameborder=""0"" height=""450px"" src=""https://www.youtube.com/embed/jD8V6FdJyLU"" width=""100%""></iframe>"
